Instant,WindPark,Producer,Forecasted,Produced
29/12/2022 03:00:00,Wind parks in the Sky,Green Power Inc.,15.23936535,14.22340771
29/12/2022 04:00:00,Wind parks in the Sky,Green Power Inc.,15.48606686,15.64216617
29/12/2022 05:00:00,Wind parks in the Sky,Green Power Inc.,12.83861386,11.42219135
29/12/2022 06:00:00,Wind parks in the Sky,Green Power Inc.,8.762340075,7.185367251
29/12/2022 07:00:00,Wind parks in the Sky,Green Power Inc.,13.34938068,15.72054628
29/12/2022 08:00:00,Wind parks in the Sky,Green Power Inc.,13.14605106,11.10103183
29/12/2022 09:00:00,Wind parks in the Sky,Green Power Inc.,8.888007674,6.930856062
29/12/2022 10:00:00,Wind parks in the Sky,Green Power Inc.,5.446222103,5.421575505
29/12/2022 11:00:00,Wind parks in the Sky,Green Power Inc.,3.512885437,1.682572709
29/12/2022 12:00:00,Wind parks in the Sky,Green Power Inc.,0,0
29/12/2022 13:00:00,Wind parks in the Sky,Green Power Inc.,1.682364038,2.563115937
29/12/2022 14:00:00,Wind parks in the Sky,Green Power Inc.,4.997288242,5.203767786
29/12/2022 15:00:00,Wind parks in the Sky,Green Power Inc.,0.874186573,0
29/12/2022 16:00:00,Wind parks in the Sky,Green Power Inc.,4.227436128,5.568850384
29/12/2022 17:00:00,Wind parks in the Sky,Green Power Inc.,0.708349123,0
29/12/2022 18:00:00,Wind parks in the Sky,Green Power Inc.,3.902633131,5.096746088
29/12/2022 19:00:00,Wind parks in the Sky,Green Power Inc.,0,0
29/12/2022 20:00:00,Wind parks in the Sky,Green Power Inc.,3.972949532,4.676757235
29/12/2022 21:00:00,Wind parks in the Sky,Green Power Inc.,0,0
29/12/2022 22:00:00,Wind parks in the Sky,Green Power Inc.,0.543661691,0.741191663
29/12/2022 23:00:00,Wind parks in the Sky,Green Power Inc.,0,0
30/12/2022 00:00:00,Wind parks in the Sky,Green Power Inc.,2.302642251,3.460428373
30/12/2022 01:00:00,Wind parks in the Sky,Green Power Inc.,2.06072844,0.911930534
30/12/2022 02:00:00,Wind parks in the Sky,Green Power Inc.,4.824297112,5.68766721
30/12/2022 03:00:00,Wind parks in the Sky,Green Power Inc.,1.999213421,0
30/12/2022 04:00:00,Wind parks in the Sky,Green Power Inc.,2.009165665,2.780315293
30/12/2022 05:00:00,Wind parks in the Sky,Green Power Inc.,1.146570929,0.605886755
30/12/2022 06:00:00,Wind parks in the Sky,Green Power Inc.,4.644138229,4.713530061
30/12/2022 07:00:00,Wind parks in the Sky,Green Power Inc.,0,0
30/12/2022 08:00:00,Wind parks in the Sky,Green Power Inc.,1.336794002,2.448608397
30/12/2022 09:00:00,Wind parks in the Sky,Green Power Inc.,1.087188404,0.993036217
30/12/2022 10:00:00,Wind parks in the Sky,Green Power Inc.,4.366545561,6.528153612
30/12/2022 11:00:00,Wind parks in the Sky,Green Power Inc.,2.044457815,0
30/12/2022 12:00:00,Wind parks in the Sky,Green Power Inc.,0,0
30/12/2022 13:00:00,Wind parks in the Sky,Green Power Inc.,0.412766962,0.46525068
30/12/2022 14:00:00,Wind parks in the Sky,Green Power Inc.,3.732059916,4.146189996
30/12/2022 15:00:00,Wind parks in the Sky,Green Power Inc.,2.216865483,1.418573202
30/12/2022 16:00:00,Wind parks in the Sky,Green Power Inc.,6.929518555,6.997644845
30/12/2022 17:00:00,Wind parks in the Sky,Green Power Inc.,11.71329033,12.96683957
30/12/2022 18:00:00,Wind parks in the Sky,Green Power Inc.,8.448785172,7.466946111
30/12/2022 19:00:00,Wind parks in the Sky,Green Power Inc.,4.822046412,4.718253732
30/12/2022 20:00:00,Wind parks in the Sky,Green Power Inc.,2.489000194,2.06636676
30/12/2022 21:00:00,Wind parks in the Sky,Green Power Inc.,0,0
30/12/2022 22:00:00,Wind parks in the Sky,Green Power Inc.,0,0
30/12/2022 23:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 00:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 01:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 02:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 03:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 04:00:00,Wind parks in the Sky,Green Power Inc.,2.658849573,3.860781424
31/12/2022 05:00:00,Wind parks in the Sky,Green Power Inc.,2.593207128,1.915640707
31/12/2022 06:00:00,Wind parks in the Sky,Green Power Inc.,2.851724568,2.963634765
31/12/2022 07:00:00,Wind parks in the Sky,Green Power Inc.,7.207717946,8.800374884
31/12/2022 08:00:00,Wind parks in the Sky,Green Power Inc.,6.236493262,4.296681154
31/12/2022 09:00:00,Wind parks in the Sky,Green Power Inc.,10.75097468,16.27299182
31/12/2022 10:00:00,Wind parks in the Sky,Green Power Inc.,9.696929115,7.897430032
31/12/2022 11:00:00,Wind parks in the Sky,Green Power Inc.,6.972648058,6.322579607
31/12/2022 12:00:00,Wind parks in the Sky,Green Power Inc.,3.587173885,2.250663592
31/12/2022 13:00:00,Wind parks in the Sky,Green Power Inc.,0.845342939,0
31/12/2022 14:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 15:00:00,Wind parks in the Sky,Green Power Inc.,1.387254154,2.506770492
31/12/2022 16:00:00,Wind parks in the Sky,Green Power Inc.,3.63204883,4.523007693
31/12/2022 17:00:00,Wind parks in the Sky,Green Power Inc.,0.693486034,0
31/12/2022 18:00:00,Wind parks in the Sky,Green Power Inc.,0.485202112,0.883051711
31/12/2022 19:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 20:00:00,Wind parks in the Sky,Green Power Inc.,0,0
31/12/2022 21:00:00,Wind parks in the Sky,Green Power Inc.,2.754113538,2.960916342
31/12/2022 22:00:00,Wind parks in the Sky,Green Power Inc.,6.474822238,9.613002304
31/12/2022 23:00:00,Wind parks in the Sky,Green Power Inc.,5.354591422,2.628376553
01/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,0.651090032,0
01/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,5.47186817,10.64539228
01/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,2.971703924,1.583459203
01/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,2.696368627,2.865688299
01/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,4.533897723,4.853628019
01/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,0.362431586,0
01/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,1.96834378,3.655579713
01/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,2.849127402,5.448292991
01/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,1.342664603,0
01/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,2.280190481,4.393322701
01/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,1.349265162,1.763771402
01/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,1.469684302,1.45020023
01/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,3.976974325,4.025539751
01/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,2.718499065,4.563452754
01/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,0,0
01/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,3.508663603,3.915484509
01/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,7.47578296,9.830461106
02/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,8.071930088,7.425094279
02/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,5.667146783,4.40289609
02/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,7.359411959,9.00898411
02/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,4.77401384,0.989735323
02/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,5.265587824,8.239909429
02/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,2.860046483,2.223963783
02/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,0,0
02/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,0,0
02/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,4.803892053,9.111292798
02/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,9.542678433,9.914316346
02/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,14.0471805,17.50373456
02/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,17.62812408,17.68182431
02/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,14.47678593,11.39082797
02/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,11.36830502,11.35324403
02/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,14.97648825,17.14862635
02/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,19.58155028,19.7195762
02/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,19.53064219,19.45836581
02/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,15.40545705,15.19171342
02/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,19.95899327,24.41364376
02/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,17.0354096,15.54216768
02/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,15.42437082,15.30996108
02/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,18.16962851,20.52109946
02/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,22.32742343,22.72606146
02/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,21.44545848,21.39425997
03/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,19.84810381,19.45925688
03/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,16.45174015,15.72607951
03/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,16.23068019,16.41122312
03/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,14.23387172,13.13524637
03/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,13.29843491,13.36162059
03/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,15.89440243,18.29990488
03/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,13.76652838,9.49792192
03/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,18.37255379,26.74737915
03/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,17.94699791,10.28550256
03/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,16.40999876,21.37174337
03/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,20.54221605,20.22663332
03/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,21.86922831,23.07493527
03/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,25.96557816,27.54324149
03/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,30,30
03/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,30,30
03/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,30,30
03/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,26.00887154,25.08004268
03/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,26.25117791,26.94148179
03/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,30,30
03/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,28.45976219,27.04264969
03/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,24.73132392,24.47991151
03/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,28.5933878,29.02720976
03/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,30,30
03/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,27.40873225,27.11285294
04/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,22.5038493,18.1976207
04/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,26.06306827,30
04/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,25.20352938,25.08352609
04/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,24.59339468,24.54479129
04/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,25.24284798,25.52326962
04/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,20.70825133,17.33602174
04/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,17.92751736,18.28601117
04/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,15.4582664,14.2972898
04/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,16.29139342,17.40563981
04/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,16.16873155,16.0514685
04/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,15.35564029,15.18478644
04/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,12.51597671,10.83577066
04/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,16.28898316,20.74345369
04/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,21.15752836,21.22563856
04/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,23.07663603,24.43150008
04/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,25.01840045,25.38279202
04/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,24.78462242,24.67234592
04/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,25.47742482,25.64467181
04/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,22.37225636,21.10751073
04/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,21.15410235,21.17447176
04/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,23.21937519,23.47308497
04/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,23.86510631,24.21434846
04/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,20.8016611,20.06442755
04/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,16.87078861,15.03413584
05/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,18.37181328,18.74541711
05/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,20.38619422,20.91524337
05/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,23.61729475,26.20292628
05/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,24.52896851,23.19417122
05/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,25.41268492,27.33619957
05/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,22.76702187,18.83577992
05/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,21.10006647,21.88089992
05/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,22.27853214,22.61649299
05/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,21.40784071,20.33461707
05/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,17.6430883,17.549866
05/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,19.13631531,19.16398751
05/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,17.20937758,16.34711752
05/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,19.6914873,20.17681733
05/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,14.91633993,13.45565048
05/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,17.78106385,19.37885052
05/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,21.05261279,22.23678162
05/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,16.15117674,15.40915746
05/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,16.48475177,16.75348204
05/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,12.16970992,7.624308954
05/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,8.082529926,8.337874558
05/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,7.591352088,6.934890374
05/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,7.056557388,7.087104505
05/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,2.570374224,1.04104852
05/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,3.082830625,4.72525572
06/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,6.643368844,8.336347407
06/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,8.932112162,9.506573137
06/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,9.580520481,9.618480301
06/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,8.730796374,8.690660572
06/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,4.060192274,0.073582227
06/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,0,0
06/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,0,0
06/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,2.95275981,4.330746386
06/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,0,0
06/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,1.500113753,2.555087201
06/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,0,0
06/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,1.386724811,1.587451154
06/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,2.222327384,2.59527182
06/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,0.152072907,0
06/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,1.040238778,1.244114749
06/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,0,0
06/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,4.850248883,9.608398011
06/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,9.425280737,9.40263221
06/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,6.036629111,4.466319488
06/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,7.947131194,8.850199989
06/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,7.615075902,7.355233266
06/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,2.830994729,1.729479068
06/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,6.329803592,10.78268364
06/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,7.435305327,5.764890413
07/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,12.36583617,17.36371456
07/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,14.93414296,12.81622219
07/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,18.15360164,22.53847976
07/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,21.91132596,21.88613813
07/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,19.56323696,17.89915562
07/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,16.42413151,16.27849976
07/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,13.12716842,13.1086225
07/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,13.89601477,14.48330713
07/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,13.41578931,12.77208296
07/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,14.96778158,16.38021357
07/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,16.71330735,16.90729962
07/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,17.35295742,17.48633831
07/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,14.78129232,12.68295722
07/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,13.15594322,13.62480494
07/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,14.87833697,15.73463193
07/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,19.00678179,20.56061585
07/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,17.86374885,15.3952018
07/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,21.06866256,23.0107265
07/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,16.45766086,12.73006209
07/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,13.28802982,13.79025832
07/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,13.73184498,13.71601991
07/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,13.14113844,12.9607751
07/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,16.17913806,16.19318755
07/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,14.54112643,14.4624395
08/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,13.17281737,12.1829722
08/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,18.07066126,23.27020149
08/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,21.05003899,19.32539627
08/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,21.85584514,22.23322351
08/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,19.00876483,18.88440782
08/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,19.65446355,19.71167626
08/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,16.7764763,14.4478356
08/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,16.9760688,19.02467709
08/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,20.55886294,21.10908843
08/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,22.13736503,22.65954264
08/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,21.81405645,21.79351094
08/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,17.94097854,14.70010169
08/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,19.17813818,20.35652038
08/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,18.19224041,17.70492531
08/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,15.62283954,14.97793611
08/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,18.2421046,20.49844979
08/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,19.64479219,18.96472358
08/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,21.91129682,23.7281062
08/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,18.8515997,14.01506895
08/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,23.7241531,24.72624478
08/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,23.14041157,22.64606691
08/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,21.16510112,20.05989539
08/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,17.09384166,16.63273314
08/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,19.50667783,20.03276722
09/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,18.59342296,17.61611777
09/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,20.31004175,20.89982513
09/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,21.92421842,22.50865831
09/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,23.68797134,24.38005946
09/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,27.03612415,29.5021359
09/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,24.46138146,21.65256247
09/01/2023 06:00:00,Wind parks in the Sky,Green Power Inc.,26.58612154,28.7838102
09/01/2023 07:00:00,Wind parks in the Sky,Green Power Inc.,24.98126765,22.14784344
09/01/2023 08:00:00,Wind parks in the Sky,Green Power Inc.,29.8244159,30
09/01/2023 09:00:00,Wind parks in the Sky,Green Power Inc.,25.46170644,21.1070454
09/01/2023 10:00:00,Wind parks in the Sky,Green Power Inc.,22.00258743,22.47055103
09/01/2023 11:00:00,Wind parks in the Sky,Green Power Inc.,24.81484012,25.86442525
09/01/2023 12:00:00,Wind parks in the Sky,Green Power Inc.,28.22135198,28.93454038
09/01/2023 13:00:00,Wind parks in the Sky,Green Power Inc.,27.45038653,26.07064411
09/01/2023 14:00:00,Wind parks in the Sky,Green Power Inc.,30,30
09/01/2023 15:00:00,Wind parks in the Sky,Green Power Inc.,30,30
09/01/2023 16:00:00,Wind parks in the Sky,Green Power Inc.,30,30
09/01/2023 17:00:00,Wind parks in the Sky,Green Power Inc.,26.12540908,24.16566734
09/01/2023 18:00:00,Wind parks in the Sky,Green Power Inc.,23.06815639,22.53612241
09/01/2023 19:00:00,Wind parks in the Sky,Green Power Inc.,27.63834026,30
09/01/2023 20:00:00,Wind parks in the Sky,Green Power Inc.,23.91657346,18.05089581
09/01/2023 21:00:00,Wind parks in the Sky,Green Power Inc.,19.82569158,19.94293297
09/01/2023 22:00:00,Wind parks in the Sky,Green Power Inc.,20.03934454,20.11467636
09/01/2023 23:00:00,Wind parks in the Sky,Green Power Inc.,16.10339778,14.53380972
10/01/2023 00:00:00,Wind parks in the Sky,Green Power Inc.,18.03442993,20.76433364
10/01/2023 01:00:00,Wind parks in the Sky,Green Power Inc.,21.21718865,21.28447676
10/01/2023 02:00:00,Wind parks in the Sky,Green Power Inc.,23.64739416,25.34115711
10/01/2023 03:00:00,Wind parks in the Sky,Green Power Inc.,22.70500373,20.33117512
10/01/2023 04:00:00,Wind parks in the Sky,Green Power Inc.,20.90953491,21.33911012
10/01/2023 05:00:00,Wind parks in the Sky,Green Power Inc.,18.55276471,16.85086596
